"key","status","en_was","en","translation"
"partner.join.sections.who.body","new","","Licensed tourist guides (Deputy Ministry of Tourism license) and Cyprus wineries or venues that genuinely open in winter. If your hours change with the season, that is exactly what we want to show.","Ghizi turistici licențiați (licența Viceministerului Turismului) și crame sau locuri din Cipru deschise cu adevărat iarna. Dacă programul se schimbă cu sezonul, exact asta vrem să arătăm."
"partner.join.sections.who.title","new","","Who can join","Cine poate participa"
"partner.portal.errors.generic","new","","Sign-in didn't go through. Check your connection and try again.","Autentificarea nu a reușit. Verificați conexiunea și încercați din nou."
"partner.portal.errors.rateLimited","new","","Too many sign-in attempts. Wait a minute, then try again.","Prea multe încercări de autentificare. Așteptați un minut și încercați din nou."
"partner.portal.errors.unavailable","new","","The partner portal isn't set up on this deployment yet. Please try again later or contact us.","Portalul partenerilor nu este încă configurat pe această instalare. Încercați mai târziu sau contactați-ne."
"partner.portal.joinLink","new","","See how listing and verification work","Vedeți cum funcționează listarea și verificarea"
"partner.portal.joinPrompt","new","","Not a partner yet?","Nu sunteți încă partener?"
"plan.aria.removedFromPlan","new","","{name} removed from your plan.","{name} a fost eliminat din plan."
"plan.autoSaved","edited","Auto-saved","Auto-saved on this device","Salvat automat pe acest dispozitiv"
"plan.guideBar.rateHint","new","","Indicative rates: €100–150 half-day, €150–400 full day — final quote from your guide.","Tarife orientative: 100–150 € jumătate de zi, 150–400 € zi întreagă — preț final confirmat de ghid."
"plan.guideBar.verifiedPartners","edited","Verified hiking partners","Licensed hiking guides","Ghizi montani licențiați"
"plan.meta.description","edited","","Curated Cyprus winter plans: 48h to 10 days. Expert pacing, winery booking tips, seasonal advice. Troodos trails, villages, coast—plan ahead or when you land. Free.","Planuri de iarnă selectate pentru Cipru: 48 h până la 10 zile. Ritm expert, sfaturi pentru crame, trasee Troodos, sate și coastă. Gratuit."
"plan.pageDescSecondaryEmpty","edited","Saves automatically.","Saves automatically on this device.","Se salvează automat pe acest dispozitiv."
"plan.suggestedForDay.worksWell","source-changed","Works well with what you&apos;ve added. Tap to add.","Works well with what you’ve added. Tap to add.","Merge bine cu ce ai adăugat. Atinge pentru a adăuga."
"planQuick.seasonalTip.dismissAria","new","","Dismiss tip","Închide sfatul"
"planQuick.seasonalTip.kicker","new","","Tour operator tip","Sfatul touroperatorului"
"planQuick.templates.items.classic-7.bookingNote","new","","Multiple winery stops—book ahead; lean staffing in winter.","Mai multe opriri la crame — rezervați din timp; personal redus iarna."
"planQuick.templates.items.classic-7.seasonalNote","new","","Dec: Christmas villages. Jan: Almond blossoms. Start Nicosia museums early.","Dec: sate de Crăciun. Ian: migdali înfloriți. Începeți devreme muzeele din Nicosia."
"planQuick.templates.items.classic.bookingNote","new","","Reserve Tsiakkas and Kolios tastings 24–48h ahead.","Rezervați degustările Tsiakkas și Kolios cu 24–48 h înainte."
"planQuick.templates.items.classic.seasonalNote","new","","2–3 stops/day. Group Kourion + mosaics (same coast).","2–3 opriri pe zi. Grupați Kourion + mozaicurile (aceeași coastă)."
"planQuick.templates.items.coast-culture.bookingNote","new","","Book Omodos/Tsiakkas tastings; winter hours limited.","Rezervați degustările Omodos/Tsiakkas; program de iarnă limitat."
"planQuick.templates.items.coast-culture.seasonalNote","new","","Gentle coast; combine Kourion + Governor's Beach (nearby).","Coastă blândă; combinați Kourion + Governor's Beach (aproape una de alta)."
"planQuick.templates.items.family.bookingNote","new","","Sterna Boutique—reserve family tasting; call 24h ahead in winter.","Sterna Boutique — rezervați degustarea de familie; iarna sunați cu 24 h înainte."
"planQuick.templates.items.family.seasonalNote","new","","Two stops per day max. Rain? Swap day 3 for Cyprus Museum + Leventis (Nicosia)—indoor backup.","Maximum două opriri pe zi. Plouă? Înlocuiți ziua 3 cu Muzeul Ciprului + Leventis (Nicosia) — variantă la interior."
"planQuick.templates.items.mountain-10.bookingNote","new","","Vouni Panayia: book tasting. Days 8–10: coast wind-down.","Vouni Panayia: rezervați degustarea. Zilele 8–10: relaxare pe coastă."
"planQuick.templates.items.mountain-10.seasonalNote","new","","Jan–Mar: Snow on Olympus. Check trail conditions daily.","Ian–mar: zăpadă pe Olimp. Verificați zilnic condițiile de pe poteci."
"planQuick.templates.items.mountain.bookingNote","new","","Tsiakkas after Kykkos—perfect end-of-day pairing.","Tsiakkas după Kykkos — combinația perfectă de final de zi."
"planQuick.templates.items.mountain.seasonalNote","new","","Pack layers. Trails can be icy; check conditions.","Luați haine în straturi. Potecile pot fi înghețate; verificați condițiile."
"planQuick.templates.items.short-stay.bookingNote","new","","Book Tsiakkas tasting—winter slots fill.","Rezervați degustarea la Tsiakkas — locurile de iarnă se ocupă repede."
"planQuick.templates.items.short-stay.seasonalNote","new","","Daylight ends ~5pm. Start Kourion by 10am.","Lumina scade pe la 17:00. Începeți Kourion până la 10:00."
"planQuick.templates.items.workation.bookingNote","new","","Book the Saturday winery slot early; weekdays are quieter.","Rezervați din timp vizita la cramă de sâmbătă; în timpul săptămânii este mai liniște."
"planQuick.templates.items.workation.description","edited","Remote weekdays, Troodos & coast on weekends—wifi cafés, mild weather","Remote weekdays with one easy stop after work; Troodos and Paphos on the weekend—wifi cafés, mild weather","În timpul săptămânii muncă la distanță cu o oprire ușoară după program; în weekend Troodos și Paphos — cafenele cu wifi, vreme blândă"
"planQuick.templates.items.workation.seasonalNote","new","","Check /weather for your month. Weekend trails before 10am; weekday stops fit after a workday.","Verificați /weather pentru luna dvs. Traseele de weekend înainte de ora 10; opririle din timpul săptămânii încap după program."
"pwa.prompt.guideLink","new","","See the full guide","Vezi ghidul complet"
"regions.page.regions.ayia-napa.intro","new","","The east coast at its quietest: empty Nissi and Fig Tree Bay sand, the Cape Greco coastal path and sea caves in soft winter light.","Coasta de est în cea mai liniștită formă: nisip gol la Nissi și Fig Tree Bay, poteca de coastă Capul Greco și peșteri marine în lumina blândă de iarnă."
"regions.page.regions.ayia-napa.title","new","","Ayia Napa & Cape Greco Winter","Ayia Napa și Capul Greco iarna"
"regions.page.regions.larnaca.intro","new","","Lefkara lace, ancient Kition and Hala Sultan Tekke on the salt lake — flamingo season — with easy day trips into the hills.","Dantelă de Lefkara, anticul Kition și Hala Sultan Tekke pe lacul sărat — sezonul flamingo — cu excursii ușoare de o zi spre dealuri."
"regions.page.regions.larnaca.title","new","","Larnaca Winter","Larnaca iarna"
"regions.page.regions.limassol.intro","new","","Kourion above the sea, Kolossi castle and the Krasochoria wine villages — Commandaria country — plus carnival and the marathon as winter turns to spring.","Kourion deasupra mării, castelul Kolossi și satele de vin Krasochoria — ținutul Commandariei — plus carnaval și maraton când iarna trece spre primăvară."
"regions.page.regions.limassol.title","new","","Limassol Winter","Limassol iarna"
"regions.page.regions.paphos.intro","new","","Mild coast, deep history: Coral Bay walks, the Pafos mosaics, the Adonis Trail and the Laona wine villages — all within an easy winter drive.","Coastă blândă, istorie adâncă: plimbări la Coral Bay, mozaicurile din Paphos, traseul Adonis și satele de vin din Laona — totul la o scurtă plimbare de iarnă cu mașina."
"regions.page.regions.paphos.title","new","","Paphos Winter","Paphos iarna"
"regions.page.regions.troodos.intro","new","","Pine-forest trails, painted churches and wine villages under Olympus — with a small ski scene when the snow lands. This is Cyprus's winter heart.","Trasee prin păduri de pin, biserici pictate și sate de vin sub Olimp — plus puțin schi când se așterne zăpada. Inima de iarnă a Ciprului."
"regions.page.regions.troodos.title","new","","Troodos Mountains in Winter","Munții Troodos iarna"
"regions.page.sections.beaches","new","","Beaches","Plaje"
"regions.page.sections.monasteries","new","","Monasteries & churches","Mănăstiri și biserici"
"regions.page.sections.trails","new","","Trails","Trasee"
"regions.page.sections.villages","new","","Villages","Sate"
"regions.page.sections.wineries","new","","Wineries","Crame"
"search.resultsCount","new","","{count, plural, one {# suggestion available} other {# suggestions available}}","{count, plural, one {# sugestie disponibilă} few {# sugestii disponibile} other {# de sugestii disponibile}}"
"team.page.cta.askAi","edited","","Ask AI","Întrebați AI-ul"
"team.page.cta.discoverPlaces","edited","","Discover places","Descoperiți locuri"
"team.page.cta.prompt","edited","","Questions about your trip? Your guide knows the island.","Întrebări despre călătorie? Asistentul cunoaște insula."
"team.page.cta.startPlanning","edited","","Start planning","Începeți planificarea"
"team.page.header.description","edited","Designers, developers, and tourism experts. Cyprus in winter deserves more than a one-line mention.","Cyprus Winter is a curated guide, not a listing service. Here is exactly how places get in — and what we check before they do.","Cyprus Winter este un ghid curatoriat, nu un catalog. Aici explicăm exact cum ajunge un loc în ghid — și ce verificăm înainte."
"team.page.header.title","edited","Our Team","How we choose places","Cum alegem locurile"
"team.page.meta.description","edited","The people behind Cyprus Winter. Trails, villages, wineries—Cyprus in winter deserves more. Meet the team who built this guide. Sixteen degrees when home is six.","No pay-for-placement, no summer brochures: how Cyprus Winter selects and verifies its trails, villages and wineries — and what the verified-partner badge really means.","Fără plasări plătite, fără broșuri de vară: cum selectează și verifică Cyprus Winter traseele, satele și cramele — și ce înseamnă cu adevărat insigna de partener verificat."
"team.page.meta.title","edited","Team | Cyprus Winter — Trails, Villages, Wineries","How we choose places | Cyprus Winter","Cum alegem locurile | Cyprus Winter"
"team.page.outro","edited","","Trail in the morning: Artemis or Caledonia. Omodos or Lefkara for lunch. A winery in the afternoon. That's a day we'd take. The island rewards the curious.","Un traseu dimineața: Artemis sau Caledonia. Omodos sau Lefkara la prânz. O cramă după-amiaza. O astfel de zi am alege-o. Insula îi răsplătește pe cei curioși."
"team.page.partnersJoinLink","new","","Run a winery or guide hikes? See how to become a partner","Aveți o cramă sau ghidați drumeții? Iată cum deveniți partener"
"team.page.sections.corrections.body","new","","Winter changes fast — a storm closes a trail, a tasting room shortens its hours. Trail pages take condition reports, and anything else that looks stale is worth telling us about through the assistant below.","Iarna se schimbă repede — o furtună închide un traseu, o cramă își scurtează programul. Pe paginile traseelor puteți raporta condițiile, iar orice altceva pare depășit merită să ne spuneți prin asistentul de mai jos."
"team.page.sections.corrections.title","new","","When we're wrong","Când greșim"
